name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
тов. Ефремов Селиван Августович,2024-07-04,5e868cf1-66bd-4944-8777-bf15085e1cfe,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Электроника и наноэлектроника,2,4.5,390000,1248000.0,4,bank,0,2024-08-16,1,,2024-08-08,1,0.57
Михеева Ольга Федоровна,2024-05-15,bd3bad7a-1ddc-4abf-93ad-bf6bcdc21ac,F,18,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Физика,4,4.0,225000,1620000.0,8,website,1,,0,,2024-07-01,1,0.56
Любомир Антипович Павлов,2024-06-14,2aef9b00-22e3-42c0-8417-635d97de94ac,M,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,3,3.7,350000,1890000.0,6,social_media,0,2024-08-11,1,,2024-06-24,1,0.55
Жданов Аким Викентьевич,2024-06-29,6a9d4669-ba1d-4216-abcc-f37a21a83b68,M,22,Московский физико-технический институт (МФТИ),MASTER,Прикладная математика,1,4.7,200000,300000.0,2,website,0,,0,,2024-08-12,1,0.7
Игорь Яковлевич Котов,2024-09-08,81d7311f-a111-4632-ba3d-04b6e36ce8bd,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,3,4.0,400000,2400000.0,8,social_media,0,,0,,2024-09-12,1,0.53
Петрова Глафира Макаровна,2024-06-25,9e1c912b-6fc7-46b1-a319-e36dd709ac71,F,19,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Автоматизация и управление,4,4.5,120000,960000.0,8,website,0,2024-07-07,1,,2024-07-03,1,0.66
Николай Антонович Антонов,2024-06-20,a207709d-df5f-4ecc-8ea3-227a90cbfd74,M,17,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,2,3.2,300000,1080000.0,4,bank,0,2024-07-29,1,,2024-07-20,1,0.68
Всеволод Демьянович Юдин,2024-06-19,a9f0595a-16f9-4cbb-84cb-8bb1b14ec9f,M,18,Новосибирский государственный университет (НГУ),BACHELOR,Прикладная математика,2,3.8,260000,832000.0,4,bank,1,2024-08-31,1,,2024-06-25,1,0.55
Данилов Богдан Ааронович,2024-05-23,0c4632df-c208-479e-9906-9c3e23bf67b,M,15,Казанский федеральный университет (КФУ),BACHELOR,Прикладная математика,1,4.0,290000,580000.0,2,bank,1,2024-08-07,1,,2024-06-19,1,0.54
Надежда Рубеновна Некрасова,2024-06-14,49acef14-ed42-40d3-93f0-aa5599231cd,F,18,Томский государственный университет (ТГУ),SPECIALTY,Биотехнология,3,3.7,120000,648000.0,6,bank,1,2024-06-29,1,,2024-06-21,1,0.56
Эмилия Андреевна Богданова,2024-05-15,3e9084a6-13ad-4f2d-8fbc-7601c55793b2,F,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Биотехнология,0,4.0,375000,375000.0,2,social_media,0,2024-09-03,1,,2024-05-29,1,0.72
Кириллов Викторин Глебович,2024-06-28,b0277f5b-76a0-452c-8f30-97994dcc0728,M,24,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Физика,2,3.2,265000,954000.0,4,bank,0,,0,,2024-07-09,1,0.73
Евфросиния Никифоровна Шарова,2024-07-07,e8d9959e-bb7e-4a25-83ec-372c3d27365b,F,19,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,3,4.2,200000,1200000.0,8,social_media,0,2024-08-04,1,,2024-07-29,1,0.53
Ильин Милий Антипович,2024-05-28,2e8bc73a-56fa-499d-b1d6-c0888f36dbb,M,21,Томский государственный университет (ТГУ),MASTER,Информатика и вычислительная техника,2,4.0,195000,585000.0,4,bank,1,2024-08-08,1,,2024-06-10,1,0.61
г-жа Комиссарова Ия Робертовна,2024-06-07,61e8e686-5a07-4963-a42a-1be0f1ad8b6,F,19,Новосибирский государственный университет (НГУ),BACHELOR,Автоматизация и управление,1,3.8,180000,216000.0,2,social_media,1,2024-07-17,1,,2024-06-26,1,0.67
Елисеева Анна Кузьминична,2024-05-21,50f89417-61f2-4304-8c03-9424afed100,F,16,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Информатика и вычислительная техника,3,4.0,340000,2040000.0,8,bank,1,2024-08-05,1,,2024-07-12,1,0.67
Гущин Фрол Борисович,2024-05-14,42347d50-f9a1-4f27-9db9-35cc0dd29e5,M,16,Томский государственный университет (ТГУ),BACHELOR,Химия,2,4.0,105000,315000.0,6,social_media,1,2024-06-21,1,,2024-06-09,1,0.62
Любосмысл Владленович Медведев,2024-05-06,25c0c4e8-a036-422c-aa71-449e3f986b3,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,3,3.9,350000,0.0,6,bank,1,,0,Некорректные данные,,0,0.86
Климент Демьянович Поляков,2024-05-18,29c176c0-c45c-4a32-b756-79bbc6a9a0dc,M,21,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Механика,1,3.3,245000,0.0,2,social_media,0,,0,Недостаток документов,,0,0.78
Елена Аскольдовна Горшкова,2024-06-08,e53835a7-2d1d-4626-bac3-5eabf117995,F,16,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Информатика и вычислительная техника,3,3.2,290000,1740000.0,6,social_media,1,2024-08-09,1,,2024-07-21,1,0.63
Прасковья Аркадьевна Сорокина,2024-06-05,dafe0ce7-d729-4632-9458-cc52819fe57a,F,17,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Физика,3,4.1,315000,1890000.0,6,bank,0,2024-08-11,1,,2024-07-30,1,0.59
Наина Юрьевна Князева,2024-07-02,5dfc924a-362a-425c-aa43-f1271e99f16,F,24,Национальный исследовательский ядерный университет «МИФИ»,MASTER,Физика,2,3.3,205000,0.0,4,bank,1,,0,Плохая КИ,,0,0.9
Евгения Рудольфовна Сафонова,2024-05-15,406ce70a-ecf5-4d41-ad5f-b61961419dd,F,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,2,3.8,300000,900000.0,6,social_media,1,2024-09-01,1,,2024-06-24,1,0.54
Никифоров Олег Филиппович,2024-06-22,cbeea1ed-8127-472e-bcef-81f7df099a7,M,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Информатика и вычислительная техника,2,3.4,400000,1200000.0,4,bank,1,2024-09-11,1,,2024-07-18,1,0.68
Титова Елизавета Вячеславовна,2024-08-18,97a50210-1ba0-49ae-a35e-e87f4b8b4b01,F,18,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Инженерия программного обеспечения,4,4.6,210000,1512000.0,8,website,0,2024-08-20,1,,2024-08-19,1,0.65
Самуил Тихонович Тетерин,2024-07-09,3b1faefc-cd1c-4e89-8b60-805af1c7f0e,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),SPECIALTY,Информатика и вычислительная техника,1,3.7,400000,960000.0,4,social_media,1,2024-09-01,1,,2024-08-03,1,0.46
г-жа Никонова Лукия Егоровна,2024-07-22,628f5797-1f76-49c9-b5d9-7c42096e7c6,F,18,Томский государственный университет (ТГУ),BACHELOR,Химия,2,4.0,155000,496000.0,4,social_media,1,2024-08-02,1,,2024-07-28,1,0.66
Уваров Нифонт Иосифович,2024-05-22,fb3639db-c490-4fb9-ac86-c53555052b8,M,15,Казанский федеральный университет (КФУ),BACHELOR,Механика,1,3.0,185000,333000.0,2,website,1,2024-08-28,1,,2024-06-16,1,0.64
Радован Федотович Маслов,2024-05-25,a0971a2f-4449-4052-b00c-a805745e500,M,18,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Электроника и наноэлектроника,4,3.9,290000,2610000.0,12,bank,1,2024-08-10,1,,2024-08-05,1,0.67
Логинов Трофим Давыдович,2024-05-13,29413abb-f95a-4315-ae8e-85f7c0f2aebf,M,15,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,2,3.9,200000,800000.0,8,social_media,0,2024-08-13,1,,2024-05-30,1,0.46
Уварова Любовь Ивановна,2024-05-22,a34a1d71-89ee-4320-863f-6eced03fecdb,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Химия,3,3.7,260000,1560000.0,8,social_media,0,2024-08-25,1,,2024-06-06,1,0.54
Рябова Лариса Эльдаровна,2024-05-13,4e233250-f365-4424-b8c0-66143772dc8,F,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Информатика и вычислительная техника,4,3.8,450000,3600000.0,8,website,1,2024-07-11,1,,2024-06-30,1,0.67
Ермаков Ратмир Зиновьевич,2024-07-15,c918a31e-5978-4459-8104-19e2931389da,M,18,Московский физико-технический институт (МФТИ),BACHELOR,Автоматизация и управление,2,4.9,170000,680000.0,8,social_media,0,2024-09-14,1,,2024-07-24,1,0.51
Олимпиада Евгеньевна Носкова,2024-05-13,163fed16-a224-45a2-8b5c-09f04a04ae52,F,18,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Прикладная математика,1,4.0,310000,465000.0,2,website,0,2024-08-01,1,,2024-05-19,1,0.67
Зоя Владимировна Николаева,2024-06-10,59d1ff11-fb3d-4891-92f8-8e4595682b60,F,20,Пермский государственный национальный исследовательский университет (ПГНИУ),MASTER,Прикладная математика,2,3.7,150000,0.0,4,website,0,,0,Заявитель найден в ЧС,,0,0.86
Костин Иларион Тихонович,2024-06-02,5353dfe7-01f0-49c4-8fda-28735e41fdc,M,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),SPECIALTY,Информатика и вычислительная техника,3,4.1,400000,2160000.0,6,social_media,1,2024-07-14,1,,2024-07-12,1,0.49
Аркадий Валерьянович Мельников,2024-07-01,bdf643cb-b976-4a47-bc0f-300372874233,M,23,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Электроника и наноэлектроника,1,3.8,340000,510000.0,2,social_media,0,2024-08-19,1,,2024-07-04,1,0.68
Галина Кузьминична Пономарева,2024-05-03,fd22907d-7e6b-4cd2-9f8e-3b4a017f0a3,F,17,Новосибирский государственный университет (НГУ),BACHELOR,Электроника и наноэлектроника,0,3.0,200000,200000.0,2,social_media,1,2024-07-10,1,,2024-06-01,1,0.64
Калашникова Глафира Владимировна,2024-05-16,e008a794-e09a-42dc-905a-022f82ace2d,F,17,Новосибирский государственный университет (НГУ),BACHELOR,Механика,3,3.3,255000,1530000.0,8,social_media,1,2024-07-23,1,,2024-05-19,1,0.53
Молчанов Поликарп Игоревич,2024-05-18,68a16fbb-df4a-40fe-8b3f-72ecbdf8d2e,M,20,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Инженерия программного обеспечения,0,4.0,410000,410000.0,2,bank,1,2024-07-28,1,,2024-07-06,1,0.59
Виссарион Августович Кононов,2024-08-19,b5a8f2b8-4325-4a23-9848-9649257fe652,M,22,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Кибернетика,2,4.0,310000,992000.0,4,social_media,0,2024-08-24,1,,2024-08-23,1,0.7
Нестеров Павел Гордеевич,2024-05-03,82829c1b-0680-4f65-88a1-ef6949fe4bd4,M,17,Московский физико-технический институт (МФТИ),BACHELOR,Электроника и наноэлектроника,1,4.0,240000,0.0,4,social_media,0,,0,Заявитель найден в ЧС,,0,0.81
Калинина Варвара Александровна,2024-05-21,8b5e1781-ce9b-4636-ae87-086ccfebf48d,F,18,Сибирский федеральный университет (СФУ),BACHELOR,Инженерия программного обеспечения,3,3.9,150000,960000.0,8,bank,0,2024-08-05,1,,2024-06-12,1,0.59
Васильева Иванна Матвеевна,2024-05-04,a27ccdc0-7e1c-4460-988e-3c3851a10f9,F,18,Томский государственный университет (ТГУ),SPECIALTY,Биотехнология,3,3.3,170000,1020000.0,10,social_media,1,2024-09-02,1,,2024-06-18,1,0.64
Корнилов Аникита Евсеевич,2024-07-05,04a8806b-7487-4dc0-8951-ccbdb17957d4,M,17,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Прикладная математика,3,4.3,350000,2100000.0,6,social_media,0,,0,,2024-09-04,1,0.65
Кириллова Октябрина Альбертовна,2024-05-22,68a034e5-f91c-448f-adff-0a2a0ab8323,F,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Химия,1,4.0,310000,620000.0,2,bank,1,2024-08-22,1,,2024-06-20,1,0.68
Лучезар Валерьянович Медведев,2024-06-10,1e2959f1-3513-4c62-94bb-099bbd16f099,M,17,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,4,3.1,250000,2000000.0,8,website,0,2024-08-26,1,,2024-07-14,1,0.61
Фадей Гурьевич Киселев,2024-05-18,c41521d8-17aa-48c2-b63d-80e603d6c9d,M,15,Казанский федеральный университет (КФУ),BACHELOR,Информатика и вычислительная техника,3,3.6,240000,1440000.0,6,bank,1,2024-07-14,1,,2024-06-25,1,0.54
Ирина Александровна Фокина,2024-05-22,4cafc88d-b0d8-4e80-aa97-982f3741371f,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,1,4.0,350000,525000.0,2,website,0,,0,,2024-07-13,1,0.56
Ладимир Жанович Кабанов,2024-05-16,cb1d23ef-e7b1-4945-bee4-afade63796ef,M,17,Томский государственный университет (ТГУ),BACHELOR,Биотехнология,4,4.0,170000,1224000.0,8,social_media,0,2024-07-23,1,,2024-07-17,1,0.51
Елисеева Анжела Рудольфовна,2024-07-10,fa251b48-bb21-4150-b2d0-63c2d3212598,F,17,Сибирский федеральный университет (СФУ),BACHELOR,Прикладная математика,3,3.2,240000,1536000.0,8,social_media,0,2024-08-08,1,,2024-07-27,1,0.66
Щербакова Анастасия Яковлевна,2024-05-17,29db31d4-73bc-4e38-a35f-70b9201b0e89,F,22,Томский государственный университет (ТГУ),MASTER,Электроника и наноэлектроника,2,4.0,235000,940000.0,4,bank,0,2024-09-02,1,,2024-07-11,1,0.74
Ульяна Даниловна Трофимова,2024-08-14,357926f9-e1cc-466f-9f58-b7a5c0e504f,F,17,Национальный исследовательский ядерный университет «МИФИ»,SPECIALTY,Прикладная математика,5,4.8,290000,3132000.0,12,social_media,1,,0,,2024-08-18,1,0.52
Кира Вадимовна Егорова,2024-05-30,f392ab17-a28e-46e3-b080-94365d17618f,F,18,Московский физико-технический институт (МФТИ),SPECIALTY,Информатика и вычислительная техника,2,4.0,250000,1125000.0,6,bank,0,2024-07-15,1,,2024-06-12,1,0.54
Бобылев Гурий Владленович,2024-05-04,1c96ac79-e9e3-407d-ac43-9ac0d384d225,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,2,3.6,350000,1050000.0,4,website,0,2024-07-27,1,,2024-07-24,1,0.66
Ульяна Егоровна Ермакова,2024-06-01,b9728cc5-b8ef-4bc8-89f5-c73e688bf1a8,F,18,Томский государственный университет (ТГУ),SPECIALTY,Биотехнология,2,4.9,120000,480000.0,8,social_media,0,2024-09-02,1,,2024-08-14,1,0.66
г-н Шашков Фрол Эдгардович,2024-05-23,ae3a4a90-2e6d-4269-a678-9afc3f72e3ca,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Автоматизация и управление,2,3.0,320000,1280000.0,8,website,0,2024-08-12,1,,2024-06-19,1,0.48
Савина Валерия Мироновна,2024-07-18,3a345c27-862b-4628-9644-a0879e1ab80b,F,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,4,4.9,450000,3600000.0,8,website,0,2024-09-03,1,,2024-08-24,1,0.55
Артемьев Валерий Даниилович,2024-06-09,2d8c97fd-9764-492a-91f0-bf05aa49e85,M,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,3,3.3,310000,1860000.0,6,social_media,1,2024-08-15,1,,2024-08-02,1,0.63
Лазарева Светлана Оскаровна,2024-05-08,dc2b51b8-8739-4af3-8e84-90081e23bbe5,F,21,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Электроника и наноэлектроника,2,4.0,340000,1360000.0,4,social_media,0,2024-09-03,1,,2024-05-12,1,0.69
Агафонов Дмитрий Богданович,2024-05-01,0d86565f-5974-4b58-afe2-0a334f1d27b0,M,18,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Электроника и наноэлектроника,4,3.2,390000,3120000.0,8,website,0,2024-07-09,1,,2024-05-30,1,0.65
Егорова Елизавета Даниловна,2024-05-22,8dc9fd5e-4d9f-45c8-a930-a95c0401a0e,F,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Химия,3,3.4,410000,2460000.0,8,website,1,2024-06-30,1,,2024-06-29,1,0.53
Валерия Оскаровна Медведева,2024-05-02,716fe122-e342-425a-b40e-862bc06f6623,F,21,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Автоматизация и управление,2,4.0,270000,972000.0,4,bank,0,2024-09-03,1,,2024-07-27,1,0.74
Сергей Харлампович Осипов,2024-07-11,f4326230-3552-4bad-968b-402c672fd226,M,23,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Физика,2,4.3,315000,1008000.0,4,website,0,,0,,2024-08-17,1,0.74
Ксения Эльдаровна Егорова,2024-07-27,9881e0b7-cfde-4e2a-8200-70c38ec653da,F,19,Сибирский федеральный университет (СФУ),BACHELOR,Химия,2,3.9,150000,0.0,6,social_media,0,,0,Плохая КИ,,0,0.78
Туров Леонид Гордеевич,2024-06-23,bfb1f025-c6ec-4034-83c3-26c265b9725,M,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,3,4.7,350000,1890000.0,6,social_media,1,2024-08-20,1,,2024-06-29,1,0.64
Аксенова Нонна Наумовна,2024-06-06,29603af5-17c7-4639-aabd-1fe1f9c981dd,F,19,Томский государственный университет (ТГУ),BACHELOR,Биотехнология,2,4.5,120000,0.0,6,website,0,,0,Заявитель найден в ЧС,,0,0.79
Ковалев Пахом Дмитриевич,2024-06-25,5699a888-1ab0-4a46-9762-be7d88d65245,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,3,4.3,400000,2400000.0,8,website,0,2024-08-16,1,,2024-08-06,1,0.62
Добромысл Зиновьевич Федоров,2024-05-05,df49ba60-7c7b-4e19-aa07-6b3f55491321,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Химия,3,4.0,310000,1860000.0,8,bank,0,2024-08-12,1,,2024-07-02,1,0.64
Боброва Юлия Аркадьевна,2024-05-11,e2860846-14f5-4a31-a94c-f7017ea2167,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Инженерия программного обеспечения,2,4.0,410000,1230000.0,6,social_media,1,2024-08-11,1,,2024-07-31,1,0.64
Нина Эдуардовна Сорокина,2024-05-30,6b62c0c5-7882-4428-b374-ccf815af0946,F,16,Московский физико-технический институт (МФТИ),BACHELOR,Электроника и наноэлектроника,1,3.4,240000,480000.0,2,social_media,0,2024-08-24,1,,2024-07-01,1,0.62
Сорокин Аггей Фёдорович,2024-07-27,f9877034-d1d2-4ad8-a2b5-b3a0f9665c97,M,19,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,1,4.0,200000,480000.0,4,website,0,,0,,2024-08-09,1,0.64
Наумова Олимпиада Даниловна,2024-06-08,03883d7d-fd08-4d44-890f-9ae2bc88c27,F,17,Томский государственный университет (ТГУ),BACHELOR,Информатика и вычислительная техника,2,3.9,245000,0.0,6,bank,1,,0,Плохая КИ,,0,0.87
Фаина Робертовна Кузнецова,2024-05-29,31348e24-b2c5-4d9d-8c12-3705851d375,F,18,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Автоматизация и управление,3,3.9,210000,1344000.0,8,social_media,1,,0,,2024-08-14,1,0.65
Беспалова Анна Леонидовна,2024-06-18,ec0da504-8393-4281-8fba-0d482563310,F,23,Красноярский государственный университет (КГУ),MASTER,Инженерия программного обеспечения,2,3.9,170000,680000.0,4,social_media,1,2024-09-08,1,,2024-06-21,1,0.69
Станимир Терентьевич Попов,2024-05-03,bf8fdb0b-fa5b-492a-b83f-8941b705f060,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Физика,3,4.0,315000,1890000.0,6,social_media,0,2024-06-07,1,,2024-05-22,1,0.64
Федоров Изот Адрианович,2024-05-04,0313e8b0-7990-4e25-8139-e1bd02fc69b2,M,18,Новосибирский государственный университет (НГУ),BACHELOR,Физика,1,4.0,225000,0.0,2,social_media,0,,0,Некорректные данные,,0,0.83
Орест Гавриилович Трофимов,2024-05-08,ec2b61b1-f663-4ac3-920e-3b595fe4732,M,21,Национальный исследовательский ядерный университет «МИФИ»,MASTER,Автоматизация и управление,2,3.9,260000,936000.0,4,website,1,2024-05-16,1,,2024-05-11,1,0.68
Трифон Борисович Емельянов,2024-06-05,969c9424-7203-4702-8dcc-9626d03e5c5b,M,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),SPECIALTY,Электроника и наноэлектроника,1,4.7,340000,680000.0,4,bank,0,,0,,2024-06-30,1,0.53
тов. Давыдова Евдокия Альбертовна,2024-05-27,4584dc93-663d-4722-af88-69f0c40888a6,F,18,Казанский федеральный университет (КФУ),BACHELOR,Инженерия программного обеспечения,2,4.0,300000,1080000.0,6,social_media,0,2024-08-19,1,,2024-05-31,1,0.67
тов. Дементьева Анна Кузьминична,2024-07-16,7ad49c87-761c-4b08-b4fe-84fa92e7b771,F,20,Пермский государственный национальный исследовательский университет (ПГНИУ),MASTER,Химия,1,4.9,110000,198000.0,2,social_media,0,2024-08-18,1,,2024-08-02,1,0.68
Воронцов Павел Антонович,2024-05-23,4358bb12-7d6d-4713-ab91-39ace9f37aad,M,19,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Информатика и вычислительная техника,1,4.0,240000,384000.0,2,bank,0,2024-09-06,1,,2024-07-21,1,0.55
Евдокия Яковлевна Блинова,2024-05-16,e177cafb-2354-49c4-a14c-ed883f03a421,F,18,Московский физико-технический институт (МФТИ),SPECIALTY,Прикладная математика,0,4.0,200000,200000.0,2,social_media,0,2024-08-08,1,,2024-05-27,1,0.63
Валерий Гавриилович Ширяев,2024-06-29,08ceaa98-906a-49ce-ab41-2b20e175b2f8,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,2,5.0,315000,1512000.0,6,social_media,0,2024-07-26,1,,2024-07-25,1,0.62
Громов Иларион Брониславович,2024-06-15,9f2ecd9b-c372-4b99-aaa2-54687bc4204c,M,17,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,2,4.3,300000,1350000.0,6,social_media,0,,0,,2024-06-17,1,0.48
Овчинникова Фёкла Владимировна,2024-07-20,3ce89c38-c9f1-4f26-ab63-26a23d5634f,F,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,4,4.1,350000,2800000.0,8,social_media,1,,0,,2024-08-25,1,0.5
Ершова Нонна Ивановна,2024-05-31,0978e23c-93aa-4d54-a9c8-4775103d9746,F,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Физика,2,4.0,225000,0.0,6,social_media,0,,0,Плохая КИ,,0,0.83
Михаил Демидович Зуев,2024-05-15,2e6fe426-863c-4964-b0a4-50d38afbca41,M,18,Красноярский государственный университет (КГУ),BACHELOR,Прикладная математика,0,4.0,160000,160000.0,2,social_media,0,2024-08-15,1,,2024-07-22,1,0.62
Федотов Роман Герасимович,2024-06-10,8238ca84-0c2d-4c38-9f59-ca64983826f3,M,18,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Прикладная математика,3,3.0,210000,1260000.0,8,social_media,0,2024-07-20,1,,2024-06-11,1,0.62
Ковалева Полина Константиновна,2024-06-18,9be1d6c6-80e2-405c-a683-2ba6cfbb7ac5,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Механика,2,3.5,345000,1725000.0,10,social_media,0,2024-09-02,1,,2024-08-17,1,0.65
Ерофей Федосеевич Баранов,2024-05-03,2de69fd3-73cf-4476-8b6f-e8911a393dfe,M,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Автоматизация и управление,1,4.0,320000,640000.0,2,bank,0,2024-05-29,1,,2024-05-14,1,0.58
Тамара Антоновна Мельникова,2024-06-08,a47ff2ff-f874-42ae-87e6-f3120839001c,F,21,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Физика,2,3.8,265000,795000.0,4,social_media,0,,0,,2024-07-14,1,0.61
Соломон Исидорович Цветков,2024-06-24,c44d1ee0-3e26-4135-9073-fbd767168621,M,21,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Кибернетика,1,4.3,260000,520000.0,4,bank,0,,0,,2024-08-17,1,0.73
Комиссаров Осип Адрианович,2024-05-25,2227e7f4-ad87-4ec7-8ab2-5940179ddd92,M,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Физика,2,4.0,265000,0.0,4,social_media,0,,0,Недостаток документов,,0,0.88
Никандр Егорович Комиссаров,2024-06-08,797e34cb-b99a-421c-96c9-b8cf36193cf8,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,0,4.8,350000,350000.0,2,bank,0,2024-08-01,1,,2024-07-08,1,0.69
Шашкова Жанна Мироновна,2024-06-12,53391873-4674-4bb4-a603-6d2477427a8,F,16,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Автоматизация и управление,4,4.8,260000,2080000.0,8,social_media,1,2024-08-15,1,,2024-07-10,1,0.64
Муравьев Автоном Александрович,2024-05-19,d018c919-7fb2-4a4b-b1a7-7773d41e737f,M,24,Национальный исследовательский ядерный университет «МИФИ»,MASTER,Электроника и наноэлектроника,1,4.0,230000,460000.0,4,website,0,2024-07-23,1,,2024-06-05,1,0.59
Аксенова Милица Эльдаровна,2024-05-11,32f39f04-68ce-45f9-809c-42f11e902b21,F,22,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),MASTER,Прикладная математика,1,4.0,270000,648000.0,4,social_media,0,2024-06-29,1,,2024-05-31,1,0.73
Князева Нина Альбертовна,2024-06-23,ccd3e9de-1888-4ae5-83a8-f3b5d079bf71,F,21,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Автоматизация и управление,1,3.4,270000,540000.0,4,social_media,0,2024-08-04,1,,2024-07-06,1,0.71
Лучезар Яковлевич Фадеев,2024-05-04,7bfa0dbc-77e7-4219-80d8-41fb39871e87,M,19,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Автоматизация и управление,1,3.6,230000,0.0,2,social_media,0,,0,Заявитель найден в ЧС,,0,0.83
Ия Филипповна Сорокина,2024-06-09,1ffdf0b6-a45e-4c5e-87d0-3688b31d9dbf,F,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Информатика и вычислительная техника,2,4.2,260000,1040000.0,8,website,0,2024-08-12,1,,2024-07-17,1,0.53
Вячеслав Феликсович Владимиров,2024-06-03,76aaa9c5-4580-4342-bb50-cf6f9ce40fde,M,18,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),SPECIALTY,Химия,2,3.6,130000,650000.0,10,bank,0,,0,,2024-08-18,1,0.56
Ксения Ильинична Федотова,2024-05-05,92b55dcf-351c-4c51-a7bb-05fbe0fe5ed,F,20,Казанский федеральный университет (КФУ),MASTER,Электроника и наноэлектроника,1,3.1,180000,288000.0,2,website,1,2024-09-04,1,,2024-06-08,1,0.59
